(-30550,-20745)
(-5424,9558)
(-31100,-12119)
(-8499,7788)
(-6023,9844)
(17076,10643)
(-24490,-21392)
(4699,16037)
(-8522,12620)
(10024,-30266)
(-12996,-6483)
(-24280,-27634)
(681,32716)
(21887,-28478)
(-12885,26301)
(-28225,-26432)
(9133,6122)
(-11113,21938)
(-16041,-4069)
(-26136,1938)
(2865,-9721)
(1279,-20718)
(-8216,-4589)
(-7281,19064)
(13627,17817)
(-12067,-23209)
(-15059,-7332)
(-29166,638)
(-26320,735)
(12600,29127)
(27942,13499)
(-1536,18908)
(29257,-10489)
(31761,-6079)
(10965,-202)
(-17211,606)
(3281,11303)
(-14569,5179)
(-20656,4021)
(25779,-17147)
(24941,14030)
(10933,8872)
(20620,-6626)
(-5987,-31834)
(25101,-16584)
(264,17928)
(12365,-4735)
(9403,29783)
(-18518,23482)
(-30322,-12186)
(-13439,12150)
(8757,23136)
(-16883,28325)
(-26605,31714)
(-31257,-235)
(-7935,-29689)
(-5163,-16011)
(-29622,19540)
(-1776,-9411)
(15870,-11800)
(-19008,32689)
(-24537,-29068)
(-7554,19127)
(-32395,1623)
(23130,-27245)
(1160,5219)
(17273,7680)
(-22472,21765)
(22295,15270)
(19116,-14000)
(-8493,-19039)
(30417,4013)
(15330,-8304)
(-16827,11892)
(16604,11248)
(18690,30387)
(6454,-19370)
(14615,-8647)
(-7819,-12773)
(-1969,-6027)
(-23241,5164)
(-30922,-19882)
(-1336,15578)
(31764,25001)
(-23587,4315)
(-4652,23026)
(5830,-24428)
(23957,-19494)
(17501,-20863)
(1381,-22971)
(-18757,2588)
(19412,-4748)
(6322,29239)
(-12572,16125)
(10414,21913)
(21394,-24860)
(-14397,26703)
(-27541,-5435)
(6193,-21128)
(17683,15834)
(-27505,20377)
(-18891,-2097)
(-6228,-28513)
(11307,1679)
(28069,-31894)
(28827,7688)
(19898,9692)
(-31921,-2560)
(6063,15278)
(-3164,-22002)
(-25431,18085)
(-15153,-31281)
(-29966,29566)
(-20208,-8372)
(-15047,7140)
(-18077,-5378)
(-15449,13985)
(9387,22912)
(-1,-26497)
(-5439,-16871)
(-11491,12067)
(-25402,-1288)
(3622,-15799)
(-14964,6650)
(-20928,17977)
(26555,2524)
(17616,-5947)
(-26501,-5873)
(-22412,1171)
(-18878,-15701)
(-31547,26078)
(29134,6149)
(17959,15094)
(-19244,7792)
(-2831,-30527)
(-29223,-12723)
(-2300,12814)
(25993,7546)
(21904,-3236)
(31786,30977)
(-298,7110)
(25881,-3927)
(-30981,3667)
(-16161,17939)
(-15995,-27572)
(21912,-22990)
(11476,-21106)
(26892,-14853)
(17723,-24977)
(-19364,18242)
(5722,31756)
