(30445,-8683)
(-2296,27573)
(-13968,7210)
(2393,26994)
(6383,-11597)
(28685,-7084)
(20015,-25175)
(16685,11889)
(20470,-13883)
(-21558,-8947)
(-20076,28976)
(-18194,-19302)
(16263,3412)
(26806,-4745)
(-17340,22133)
(20623,1101)
(-9847,7322)
(3556,-16272)
(23688,11272)
(14778,14982)
(-8781,-11928)
(-4417,21053)
(-3452,23921)
(-22584,-31020)
(-5083,3321)
(15756,25487)
(-20517,11920)
(-18366,24947)
(-21853,-8142)
(22164,12466)
(5858,-1039)
(-7306,29426)
(-478,16948)
(-16566,-7928)
(-117,-11157)
(-15683,-31628)
(-27701,7467)
(30208,-25660)
(26398,-17117)
(11164,-32149)
(-14614,-3013)
(4977,21011)
(32164,13403)
(30869,-17915)
(-25993,13896)
(1678,8352)
(-16182,-22993)
(-7158,-29399)
(-7119,-23079)
(17291,19399)
(-4703,-904)
(-23548,16186)
(-30531,-24152)
(-8864,614)
(-18018,-16920)
(-3819,-27296)
(15249,-23697)
(-9204,-25255)
(8338,-215)
(15564,-1523)
(-5343,9678)
(-16908,-2372)
(-4877,-2055)
(-9999,14987)
(14,22626)
(19178,-15062)
(9929,-2976)
(-25338,-24661)
(2110,-5757)
(8579,22103)
(236,8220)
(20656,-16928)
(-16730,-31227)
(-13442,20522)
(-14225,-7734)
(26505,23836)
(19880,-24488)
(20259,1533)
(13814,-17197)
(-17186,-653)
(-1450,30731)
(-6533,-26093)
(-2875,-749)
(-24242,-6244)
(7503,-10279)
(-14243,9645)
(28108,8879)
(-16166,-11613)
(24159,-5455)
(17139,-13366)
(-6687,9488)
(-8327,-1972)
(5256,9126)
(-31845,-12605)
(-32315,30193)
(12800,25333)
(1009,-13272)
(-27737,-26178)
(-29448,30643)
(-32409,19731)
(23909,-5241)
(25631,-15889)
(3331,13957)
(-12641,15182)
(32704,29664)
(27106,-24783)
(597,-4355)
(-26253,2255)
(-28185,-23049)
(-13514,4006)
(25238,-2086)
(-29690,-6130)
(-12520,-6287)
(13368,-4553)
(23703,5956)
(13150,21564)
(28263,11332)
(5070,-2764)
(-3440,-27694)
(29836,22437)
(20760,20634)
(-26992,-29104)
(-2588,-24678)
(-12306,-15046)
(28010,18500)
(2200,4815)
(15271,-19080)
(21619,-1463)
(-13497,4303)
(19948,32343)
(-7368,-23582)
(-2285,-17758)
(25603,-25147)
(14085,17460)
(17721,-6953)
(-7677,-32249)
(19070,22127)
(16770,6567)
(24710,-11398)
(8040,5828)
(-17263,-29916)
(5514,6025)
(24352,-3651)
(27705,-5175)
(7841,10266)
(-28466,-1740)
(-30272,-12908)
(21274,29370)
(28095,-25398)
(-2341,-1203)
(3602,-23765)
(-27734,-28748)
(9613,30505)
(-21406,2835)
(28585,26820)
(7690,12165)
(-29043,14314)
(22820,-27338)
(-4378,-28917)
(17290,-27694)
(29234,-6894)
(34,28578)
(-23737,-27905)
(-6055,-20194)
(8689,-23483)
(-10756,-22576)
(12724,-23767)
(-24766,24641)
(-5858,-25075)
(21111,-29235)
(19338,-31173)
(24405,-9471)
(-32739,-16676)
(-26418,16176)
(28010,18749)
(30146,-11421)
(-17519,20857)
(20795,-9169)
(26627,-9680)
(-9012,32206)
(-28761,-19778)
(-8440,-17500)
(30528,-12368)
(4249,21380)
(16277,-19661)
(19826,-26439)
