(18779,8778)
(28622,-12675)
(-11528,-2928)
(17622,30777)
(4389,10318)
(19118,31535)
(30850,-18436)
(-12002,-4175)
(27542,18404)
(22339,-16899)
(-20150,-20593)
(-22895,-12538)
(-17224,-7468)
(225,-20369)
(-17684,30483)
(-22987,-17050)
(10225,-17939)
(-2215,29226)
(-20179,-9281)
(11764,-14580)
(-7771,5847)
(28571,5230)
(-13711,-16009)
(3790,3136)
(9846,-26134)
(-4225,30706)
(9817,-28056)
(-4676,-16049)
(-23826,21646)
(19273,-15534)
(2661,-22898)
(19700,-587)
(-22235,-19060)
(13631,-11594)
(8451,-23931)
(22742,-26262)
(6019,-5236)
(6721,-20010)
(-16509,-22555)
(11082,-1274)
(-1403,-17981)
(-12627,25280)
(21981,-15050)
(28795,-28672)
(7841,925)
(-21921,-28792)
(-22633,9432)
(-11059,-2888)
(21772,-28437)
(23413,-19956)
(-18097,27976)
(28433,-31759)
(-9150,-3115)
(22287,-3316)
(-4863,3874)
(-9425,-1021)
(7088,5505)
(4470,-4879)
(25536,23117)
(2953,-30932)
(-1634,-22911)
(15316,10711)
(-3602,12269)
(-32347,408)
(-29705,-28761)
(16199,9493)
(-25388,-1353)
(-23367,-13274)
(-10733,-12605)
(29119,11335)
(5142,11383)
(21337,-14542)
(1374,-7142)
(23143,17569)
(-21191,-12473)
(-16709,4581)
(-27588,-23370)
(4481,17967)
(32513,3839)
(-13535,3491)
(-32754,31137)
(1485,-15833)
(17763,14896)
(-23524,13504)
(12016,-21997)
(-28941,-5131)
(-32533,-17094)
(-8928,32076)
(-2877,20318)
(-9181,-26903)
(-1343,-24710)
(-27095,981)
(22193,12504)
(-5931,-28753)
(-15045,16868)
(-2489,-31951)
(1594,-16274)
(16122,-219)
(10887,-5386)
(22163,-19536)
(-24566,-7820)
(-25290,-397)
(-543,-10060)
(10989,-32302)
(-4710,-13632)
(-13517,30730)
(-24491,1527)
(12708,-23481)
(-17690,-1962)
(15315,-6314)
(-2999,5195)
(-32536,-5417)
(735,28003)
(-22123,24231)
(22729,26421)
(-28522,-769)
(31817,9247)
(-2795,25801)
(-30875,-18759)
(-30138,27499)
