(13687,25293)
(-20109,-32553)
(-31884,-32331)
(20118,739)
(-21909,-15531)
(11569,16633)
(24446,7600)
(-3710,-18986)
(-24547,15544)
(-30081,31500)
(-28200,-11005)
(-31288,21489)
(-15175,30087)
(-20039,7831)
(10097,-329)
(-19775,-8141)
(-22604,13152)
(20868,-12002)
(9666,23984)
(1422,18042)
(27230,-22343)
(17422,-26071)
(6216,-26503)
(10020,15717)
(-32208,-20672)
(17330,-6144)
(2089,-18176)
(-1127,31780)
(-32071,-4512)
(-16751,29968)
(-14110,-8513)
(10496,-17419)
(18758,-792)
(19960,-9810)
(19411,-12555)
(-9709,-31647)
(19397,15500)
(5339,-27338)
(26775,-23025)
(-19555,11619)
(-4243,23873)
(8539,-4877)
(-10758,-13878)
(-8402,32702)
(-27140,20278)
(5350,30826)
(8033,18957)
(-29787,-22521)
(-19178,17408)
(15382,25364)
(-6403,18484)
(7099,-4124)
(-32101,32376)
(-28187,-22668)
(8474,30578)
(-23942,-2810)
(-10668,24582)
(54,-28150)
(15993,-18372)
(-11383,-27580)
(18868,-16064)
(4504,22588)
(-12998,4122)
(-2394,31578)
(2317,8789)
(-5077,-6737)
(-500,19516)
(16160,-32128)
(-29262,9241)
(24164,30731)
(-1003,-23974)
(-12455,23762)
(29476,-818)
(18026,-10592)
(9657,-18663)
(-3379,9925)
(75,78)
(-25159,-29884)
(2265,16913)
(-2825,-18607)
(-28734,-13398)
(-5338,18556)
(7320,-29682)
(22492,25332)
(-32028,-14978)
(4992,866)
(-18390,-27741)
(24502,10325)
(20841,13237)
(21899,-25911)
(23262,-8008)
(9726,-24118)
(-13207,12326)
(-6801,29014)
(22532,-14044)
(13044,28656)
(-7017,23883)
(27637,19075)
(-29366,-1390)
(20398,-20504)
(-26854,-2122)
(11494,-20410)
(20449,-1111)
(19043,5115)
(10962,27476)
(16488,-8572)
(-29646,-21965)
(-8652,-8443)
(-26513,18124)
(-32553,-2958)
(15763,-21679)
(-27457,6921)
(25461,5579)
(20415,-23931)
(17127,-6008)
(24113,692)
(32362,-2533)
(-12246,7985)
(5081,-17321)
(-23569,-28239)
(-9675,-28588)
(-32455,8902)
(17415,-2483)
(30735,12605)
(-3178,-2000)
(-14504,27118)
(13684,25375)
(-9566,20591)
(32509,27912)
(-9147,18922)
(7844,13772)
(794,-142)
(-1666,29813)
(-17286,28755)
(23131,25896)
(-7107,2824)
(-16294,-21672)
(27792,-5840)
(727,29833)
(-11845,-17045)
(-21208,22253)
(-19444,-3873)
(-5127,-14062)
(-5225,28622)
(-3665,-15917)
(10031,29195)
(-14858,4411)
(-30648,-32269)
(-13000,-5991)
(-14132,4623)
(13231,5207)
(23641,-27779)
(-14221,-2760)
(25875,-15798)
(12935,-21820)
(17867,-26758)
(18470,30134)
(-14786,-4110)
(-27359,18722)
(-7365,-16610)
(-3563,18161)
(12065,-19323)
(-10495,-17940)
(-29883,3806)
(-17586,-5841)
(21208,-30507)
(16738,-26241)
(-16172,32613)
(-17917,-27946)
(26441,-4612)
(25210,26515)
(30070,-13473)
(17564,-23700)
(-8390,-24486)
(1677,-12727)
(-6583,-2795)
(23450,-16590)
(25126,27688)
(17,31123)
(8939,4899)
(14081,18164)
(21205,15730)
(-26275,21971)
(-30383,21647)
(17372,-3301)
(10392,2339)
(-6776,-9610)
(-20496,-25468)
(9111,1147)
(10699,12181)
(18005,-32068)
(-25011,-19164)
(-20187,-22393)
(12565,-13117)
(16105,16763)
(-27383,10647)
(-12892,11922)
(29630,-3542)
(-31296,-8844)
(-25502,16012)
(-12090,-5788)
(-25574,-3248)
(-6736,-18438)
(-11128,-1038)
(-23843,-3527)
(1137,2575)
(13592,-7349)
(21442,18581)
(-25318,8218)
(-6392,-13028)
(-21540,-29173)
(12866,-329)
(-13940,-27650)
(-28560,-12298)
(20847,17912)
(18253,24468)
(24394,-20958)
(5718,27954)
(-15475,14574)
(1543,20482)
(29443,-25931)
(-4373,17965)
(-11031,28390)
(7645,-8068)
(10480,-26355)
(-28546,3233)
(-15286,3374)
(-28856,-18720)
(20871,10672)
(8989,-18652)
(21968,-27568)
(-14284,-1752)
(28380,-15666)
(-24758,25500)
(2187,-886)
(-9057,-212)
(-30492,8496)
(24338,28734)
(2018,-515)
(32176,18253)
